area,rooms,is_new,property_id,garages,stratum,property_type,baths,min_price,price,company_name,client_type,neighbourhood,city,latitude,longitude,zone
39.0,2,False,1b962107-9419-432b-964c-38779a81023a,Sin especificar,Estrato 3,Apartamento,1,0,135000000.0,Arrendamientos Santa Fe,BROKER,Centro,Medellín,-75.57405853271484,6.253950119018555,Centro
196.0,3,False,ec2690da-6786-4446-88f8-b856cfe49ed4,1,Estrato 5,Apartamento,4,0,1000000000.0,Arrendamientos Santa Fe,BROKER,El Poblado,Medellín,-75.56319427490234,6.195296287536621,SurOriente
155.0,3,False,e605f688-4a3b-45c1-aab4-6d89c2d1a5b3,1,Estrato 4,Apartamento,4,0,530000000.0,Arrendamientos Santa Fe,BROKER,Los Colores,Medellín,-75.54340362548828,6.292036056518555,Occidente
80.0,2,False,2620b0c9-c416-4df0-a270-ede51dd3aee1,2,Estrato 5,Apartamento,2,0,450000000.0,Intermobiliario Poblado SAS,BROKER,Loma del Indio,Medellín,-75.5560302734375,6.243740081787109,SurOriente
142.0,4,False,ad7566ea-aba5-4bfb-9ebe-60a39c9f85df,2,Estrato 5,Apartamento,4,0,465000000.0,Unión Inmobiliaria PR,BROKER,Laureles,Medellín,-75.58191680908203,6.241665840148926,Occidente
42.0,2,False,7d99fd84-6f28-40a3-8dba-853ecb850bb1,Sin especificar,Estrato 2,Apartamento,1,0,100000000.0,Arrendamientos Santa Fe,BROKER,Robledo,Medellín,-75.54340362548828,6.292036056518555,NorOccidente
160.0,4,False,a35e555b-9f5b-4741-83e9-9d449ff60e48,2,Estrato 5,Apartamento,3,0,625000000.0,Arrendamientos Promobienes,BROKER,Laureles,Medellín,-75.5479965209961,6.26800012588501,SurOccidente
133.0,4,False,4b54bcd7-bfd6-42aa-aafc-218ad22c4688,1,Estrato 5,Apartamento,4,0,710000000.0,GRUPO INMOBILIARIO CABAL,BROKER,Estadio,Medellín,0.0,0.0,Occidente
145.0,4,False,21cbfab0-c0be-461a-9548-7bf5ea0ef872,1,Estrato 5,Apartamento,4,0,480000000.0,Arrendamientos Santa Fe,BROKER,Florida Nueva,Medellín,-75.54340362548828,6.292036056518555,Occidente
72.0,3,False,272099cc-c769-4a7c-afe2-807c33403a3c,1,Estrato 4,Apartamento,2,0,385000000.0,InmobiliArea,BROKER,Loma de los Bernal,Medellín,-75.60713195800781,6.212003231048584,SurOccidente
67.0,3,False,d0faf51f-6190-4b62-9105-7f271452f36f,1,Estrato 3,Apartamento,2,0,360000000.0,Gómez & Cia Propiedad Raíz,BROKER,Conjunto residencial santa maria del campo,Itaguí,-75.57598876953125,6.251249313354492,No Zone
62.0,3,False,b0fee9dd-d195-4a08-a5e6-a60ee817ca3c,1,Estrato 4,Apartamento,2,0,273000000.0,InmobiliArea,BROKER,Rodeo Alto,Medellín,-75.60138702392578,6.204960823059082,SurOccidente
60.0,1,False,e8a02801-b538-48ed-8122-76e7a4eebf28,Sin especificar,Estrato 2,Apartamento,1,0,70000000.0,Arrendamientos Nelly Jaramillo,BROKER,Manrique,Medellín,-75.54959106445312,6.281865119934082,NorOriente
230.0,4,False,eb55f779-e37b-43ec-89d1-a0e2e89d817c,1,Estrato 4,Apartamento,4,0,450000000.0,Arrendamientos Nelly Jaramillo,BROKER,Boston,Medellín,-75.56016540527344,6.248901844024658,NorOriente
112.0,3,False,7726abcd-41bf-48d9-a68c-3fc51abe31d2,1,Estrato 5,Apartamento,3,0,625000000.0,Compro Mi Casa Ya,BROKER,Simon bolivar,Medellín,-75.60540551481934,6.245267552238621,No Zone
80.0,3,False,c179f8b8-5880-40ae-bde4-91d881438263,Sin especificar,Estrato 3,Apartamento,2,0,230000000.0,Epicasa Propiedad Raiz S.A.S.,BROKER,BARRIO CRISTOBAL,Medellín,-75.61305236816406,6.250319480895996,No Zone
160.0,3,False,f06c51f0-e363-4258-96c3-d77a2cd3fd10,Sin especificar,Estrato 3,Apartamento,1,0,450000000.0,Epicasa Propiedad Raiz S.A.S.,BROKER,FATIMA,Medellín,-75.58731842041016,6.237264156341553,No Zone
91.0,3,False,1606eadf-ce94-48ec-a9f4-85eef29291cb,1,Estrato 5,Apartamento,3,0,460000000.0,Arrendamientos Villacruz,BROKER,Laureles,Medellín,0.0,0.0,Occidente
53.0,3,False,dcf043f5-a862-4c09-afdd-c42dedaeacc7,1,Estrato 4,Apartamento,2,0,340000000.0,Arrendamientos Villacruz,BROKER,San Diego,Medellín,0.0,0.0,SurOriente
108.0,3,False,9c693c44-73ae-439d-ba54-1f2df1df3678,1,Estrato 5,Apartamento,3,0,490000000.0,GRUPO INMOBILIARIO CABAL,BROKER,Laureles,Medellín,0.0,0.0,Occidente
85.0,2,False,bfa4528b-0dd7-4399-976e-b0fb63e88b88,1,Estrato 5,Apartamento,3,0,360000000.0,ESCOBAR ROLDAN PR,BROKER,Calasanz,Medellín,-75.60139465332031,6.265923023223877,NorOccidente
75.0,3,False,b5d5d3a5-ded5-4cb5-848b-a4e8b2efc404,Sin especificar,Estrato 4,Apartamento,2,0,300000000.0,D Logistica Inmobiliaria,BROKER,López de Mesa,Medellín,-75.5822525024414,6.284342288970947,NorOccidente
285.0,3,False,a0666f94-084a-458f-b6c8-279a4d079354,1,Estrato 6,Apartamento,3,0,830000000.0,Orientamos S.A.S.,BROKER,El Poblado,Medellín,-75.55874633789062,6.202256202697754,SurOriente
160.0,7,False,d5cfb824-20dc-4541-b45c-30d7cba22cf7,Sin especificar,Estrato 3,Apartamento,4,0,500000000.0,Arrendamientos Villacruz,BROKER,La América,Medellín,0.0,0.0,Occidente
156.0,4,False,6b51422c-819d-4dc7-b5b6-4cdabe9541a4,Sin especificar,Estrato 5,Apartamento,3,0,445000000.0,Arrendamientos Villacruz,BROKER,Calasanz,Medellín,0.0,0.0,NorOccidente
240.0,5,False,d8d63990-587b-46da-8403-71a9c1029ca6,2,Estrato 6,Apartamento,5,0,1000000000.0,InmobiliArea,BROKER,La Castellana,Medellín,-75.60564422607422,6.239469528198242,Occidente
121.0,3,False,ecd9f1f5-badf-4085-bab6-9a05352c5a9b,1,Estrato 5,Apartamento,3,0,465000000.0,GRUPO INMOBILIARIO CABAL,BROKER,La Castellana,Medellín,0.0,0.0,Occidente
55.0,3,False,c5ede6ed-229e-44f9-8949-3ebb6534c9c8,Sin especificar,Estrato 3,Apartamento,2,0,295000000.0,Unión Inmobiliaria PR,BROKER,Barrio Cristóbal,Medellín,-75.61005401611328,6.246638298034668,Occidente
46.0,2,False,079a1687-8036-4884-a43a-e1dcf61d7412,Sin especificar,Estrato 3,Apartamento,1,0,140000000.0,Arrendamientos Santa Fe,BROKER,Robledo,Medellín,-75.56936645507812,6.241214275360107,NorOccidente
43.0,1,False,8b0c3a73-7edd-4321-88fd-9ba4a40f1fae,Sin especificar,Estrato 5,Apartamento,1,0,380000000.0,Unión Inmobiliaria PR,BROKER,Belen La Palma,Medellín,-75.59001159667969,6.231837272644043,SurOccidente
60.0,2,False,030cde24-2279-447e-9032-8d32404dda40,Sin especificar,Estrato 4,Apartamento,1,0,225000000.0,Arrendamientos Santa Fe,BROKER,Santa Mónica,Medellín,-75.6086196899414,6.25064754486084,Occidente
79.0,3,False,536fd71d-baa7-416c-9c68-12ccf7462036,1,Estrato 4,Apartamento,2,0,420000000.0,PISO ALTO INMOBILIARIA,BROKER,Calasanz,Medellín,-75.5658187866211,6.247637748718262,NorOccidente
244.0,4,False,346621aa-6ead-4b40-b90e-9a3c976d770a,2,Estrato 6,Apartamento,5,0,950000000.0,Conectar Inmobiliaria,BROKER,Los Balsos,Medellín,-75.56068420410156,6.185705184936523,SurOriente
50.0,2,False,5327bf25-a172-4e4d-9233-73b2636c4601,1,Estrato 5,Apartamento,2,0,335000000.0,Consultores Valencia Asociados,BROKER,Loma de los Bernal,Medellín,-75.60680389404297,6.218217372894287,SurOccidente
64.0,2,False,f8eb8c5e-e1f8-4597-9b70-e2a6dd623259,1,Estrato 5,Apartamento,2,0,400000000.0,Intermobiliario Poblado SAS,BROKER,Las Palmas,Medellín,-75.5658187866211,6.247637748718262,SurOriente
130.0,2,False,83957b0b-8e4c-4616-ac5f-e28ad24257c2,Sin especificar,Estrato 6,Apartamento,4,0,870000000.0,Arrendamientos y Constructora la Isabela,BROKER,Lalinde,Medellín,-75.56646627254328,6.213231744281624,SurOriente
129.0,3,False,091db245-a3b5-40d4-a41c-27e13b8ab1be,2,Estrato 6,Apartamento,4,0,900000000.0,Inmobiliaria Punto Raiz,BROKER,La linde,Medellín,-75.56602478027344,6.200629711151123,SurOriente
69.0,3,False,6816879f-b4cf-4cd4-a9b8-cd00586a4fcf,1,Estrato 5,Apartamento,2,0,410000000.0,GRUPO INMOBILIARIO CABAL,BROKER,Loma de los Bernal,Medellín,0.0,0.0,SurOccidente
80.0,2,False,9ae26fb8-1b36-466f-a540-47c8fb1e3069,Sin especificar,Estrato 3,Apartamento,10,0,220000000.0,Arrendamientos Santa Fe,BROKER,Aranjuez,Medellín,-75.55741882324219,6.284032344818115,NorOriente
290.0,4,False,3f2fabe6-105f-40dc-9755-dc145e47f1fd,2,Estrato 4,Apartamento,5,0,820000000.0,Consultores Valencia Asociados,BROKER,La Candelaria,Medellín,-75.56321716308594,6.253687381744385,Centro
125.0,3,False,f5abc85f-1ac3-4e68-83e6-4b97ffa13199,1,Estrato 6,Apartamento,3,0,700000000.0,Intermobiliario Poblado SAS,BROKER,La Castellana,Medellín,-75.6029052734375,6.235994815826416,Occidente
225.0,3,False,cc36789d-d8ea-4c24-a7d6-b91ec79b732d,2,Estrato 6,Apartamento,3,0,850000000.0,Rentamos Propiedad Raíz Medellín SAS,BROKER,El Poblado,Medellín,-75.57599639892578,6.197999954223633,SurOccidente
135.0,3,False,3a7f0f77-8f09-42d6-aec2-598d21e50bd3,1,Estrato 5,Apartamento,5,0,630000000.0,Rentamos Propiedad Raíz Medellín SAS,BROKER,El Poblado,Medellín,-75.58000183105469,6.186999797821045,SurOccidente
55.0,3,False,807f0ab6-520e-4cf7-9b30-681be4ec2da6,1,Estrato 3,Apartamento,2,0,250000000.0,Inverkasa Inmobiliaria,BROKER,Rodeo Alto,Medellín,0.0,0.0,SurOccidente
152.0,3,False,103f04ec-6718-496a-bf28-8635d98df563,2,Estrato 5,Apartamento,2,0,680000000.0,Bancasa,BROKER,El Poblado,Medellín,-75.57598876953125,6.251249313354492,SurOriente
140.0,4,False,881a204c-85c7-4973-a225-a3ae5b5e46e0,1,Estrato 5,Apartamento,4,0,670000000.0,Mattis Inmobiliaria,BROKER,Laureles,Medellín,-75.5989990234375,6.244999885559082,Centro
145.0,3,False,be13621e-21c7-4b64-aaf1-20b00443c504,2,Estrato 6,Apartamento,4,0,730000000.0,Compro Casa,BROKER,El Tesoro,Medellín,-75.55548858642578,6.204034328460693,SurOriente
107.0,3,False,da1c6bf1-d566-46f9-9292-241f7ee106fd,1,Estrato 5,Apartamento,2,0,520000000.0,GRUPO INMOBILIARIO CABAL,BROKER,Laureles,Medellín,0.0,0.0,Occidente
100.0,4,False,a2b1006b-5f3f-4e55-a57b-cd5d8b330e71,1,Estrato 5,Apartamento,3,0,400000000.0,Inversiones Punto Raiz,BROKER,La Castellana,Medellín,-75.56355285644531,6.233325481414795,Occidente
88.0,3,False,39916e09-9796-4635-8b26-b53c33929132,2,Estrato 4,Apartamento,2,0,530000000.0,Proventa Inmobiliaria,BROKER,Loma de los bernal,Medellín,-75.56209564208984,6.24877405166626,No Zone
94.0,3,False,820141d4-d37e-4550-81f6-dfb512508aab,1,Estrato 5,Apartamento,2,0,400000000.0,D Logistica Inmobiliaria,BROKER,Calasanz,Medellín,-75.59898376464844,6.260915756225586,NorOccidente
98.0,3,False,79236819-c39c-4585-83d1-66d57bada1e4,1,Estrato 5,Apartamento,2,0,500000000.0,Cuadra por Cuadra Inmobiliaria,BROKER,Calasanz,Medellín,-74.05384063720703,4.70421028137207,No Zone
253.0,3,False,7db13db1-6c57-4790-b2ee-55043f548d4c,3,Estrato 6,Apartamento,4,0,1200000000.0,Propiedades y Proyectos SAS,BROKER,El Poblado,Medellín,-75.56881713867188,6.199840545654297,SurOriente
72.0,3,False,48d6e489-ff68-4d10-8ffc-4c7136cabafc,1,Estrato 2,Apartamento,2,0,300000000.0,ROMERO & CIA PROPIEDAD RAIZ S.A.S,BROKER,Robledo,Medellín,-75.5968017578125,6.276998996734619,NorOccidente
90.0,4,False,9c726917-24a8-4c27-8ff0-c68246bb2a15,Sin especificar,Estrato 3,Apartamento,3,0,240000000.0,Arrendamientos Santa Fe,BROKER,Florencia,Medellín,-75.54340362548828,6.292036056518555,NorOccidente
134.0,4,False,b3ce1b69-0d27-4f6f-8430-b9355c2233e6,1,Estrato 5,Apartamento,3,0,871000000.0,InmobiliArea,BROKER,Laureles,Medellín,-75.59725189208984,6.248743534088135,Occidente
57.0,3,False,481b200b-9bbc-4deb-a7a5-6e7a7b5444c4,Sin especificar,Estrato 3,Apartamento,2,0,190000000.0,Unión Inmobiliaria PR,BROKER,Boston,Medellín,-75.5513687133789,6.254746437072754,NorOriente
39.0,2,False,06a9a550-e7c9-4fed-9abe-465f0c9e1801,Sin especificar,Estrato 3,Apartamento,1,0,147000000.0,Propiedades & Avaluos,BROKER,Buenos Aires,Medellín,-75.5559708801739,6.2406499716889385,No Zone
128.0,3,False,7e58b7a2-d679-4db8-8389-4508118c9a6a,1,Estrato 4,Apartamento,3,0,565000000.0,Habitamos Propiedad Raíz,BROKER,Laureles,Medellín,-75.58744812011719,6.2483320236206055,No Zone
53.0,3,False,3b8bff69-0c50-4d27-84d3-a22fcaf91b61,Sin especificar,Estrato 3,Apartamento,2,0,240000000.0,Mattis Inmobiliaria,BROKER,Rodeo Alto,Medellín,-75.59500122070312,6.202000141143799,Centro
86.0,3,False,670bb3e0-697a-4aea-9dd6-834f246dcb76,Sin especificar,Estrato 3,Apartamento,2,0,160000000.0,Arrendamientos Santa Fe,BROKER,Centro,Medellín,-75.56536865234375,6.244100093841553,Centro
110.0,4,False,1582ca01-03ef-4903-8523-319f93ab5bc9,1,Estrato 3,Apartamento,3,0,373000000.0,GRUPO INMOBILIARIO CABAL,BROKER,Rodeo Alto,Medellín,0.0,0.0,SurOccidente
92.0,4,False,ad0984ed-1cff-4f95-ad40-fbaadfd00ca7,Sin especificar,Estrato 6,Apartamento,3,0,400000000.0,Arrendamientos y Constructora la Isabela,BROKER,El Campestre,Medellín,-75.54340362548828,6.292036056518555,SurOriente
61.0,2,False,1ef523ce-9cfa-484f-98b0-e2c87d9774a0,1,Estrato 4,Apartamento,2,0,280000000.0,HABITANTE PROPIEDAD RAIZ,BROKER,El Rodeo,Medellín,-75.54340362548828,6.292036056518555,SurOccidente
52.0,2,False,4ef18b24-f1d3-44c8-8ed4-9885565acdab,Sin especificar,Estrato 3,Apartamento,1,0,110000000.0,G.Actual Propiedad Raiz,BROKER,La Milagrosa,Medellín,-75.56199645996094,6.227895259857178,NorOriente
116.0,4,False,9ba552a7-2c26-4083-b0f2-b361a9eaf8ff,1,Estrato 3,Apartamento,2,0,365000000.0,Unión Inmobiliaria PR,BROKER,Robledo,Medellín,-75.58568572998047,6.2815775871276855,NorOccidente
297.0,4,False,51c04f56-46fc-4fa5-95c0-58048b42b44a,3,Estrato 6,Apartamento,4,0,1080000000.0,Martínez Asociados Inmobiliaria,BROKER,El Campestre,Medellín,-75.5689468383789,6.186023235321045,SurOriente
136.0,4,False,3c3b0684-ffd3-4a94-8ac9-1bfab4fb2f02,1,Estrato 5,Apartamento,3,0,440000000.0,SPA GRUPO INMOBILIARIO,BROKER,Patio Bonito,Medellín,-75.57599639892578,6.206999778747559,NorOccidente
156.0,3,False,f976ac8a-227c-425f-be6c-269d02bbe47e,1,Estrato 5,Apartamento,3,0,680000000.0,SPA GRUPO INMOBILIARIO,BROKER,Laureles,Medellín,-75.59600067138672,6.245999813079834,NorOccidente
58.0,3,False,68d370d2-8ee8-4235-b19b-bc0b7fb83ffa,Sin especificar,Estrato 4,Apartamento,2,0,350000000.0,Bancasa,BROKER,San Diego,Medellín,-75.56693079948911,6.232972157432343,No Zone
90.0,3,False,4282271a-4378-43ef-b49a-e2bf0dd4f895,1,Estrato 3,Apartamento,2,0,390000000.0,Rentamos Propiedad Raíz Medellín SAS,BROKER,Florida Nueva,Medellín,-75.59100341796875,6.250999927520752,Occidente
173.0,5,False,4c0801db-717b-454e-aed3-978f8093fa2b,1,Estrato 5,Apartamento,3,0,570000000.0,Bancasa,BROKER,SIMON BOLIVAR,Medellín,-75.60550770928997,6.246218970296773,SurOccidente
94.0,3,False,c9253ed1-88ba-4223-947d-9282f35fbf8a,Sin especificar,Estrato 3,Apartamento,2,0,265000000.0,Estudio Inmobiliario SAS,BROKER,Aranjuez,Medellín,-75.56196594238281,6.281864643096924,NorOriente
106.0,3,False,a7b0a345-c899-44a2-9b54-f3988b625464,1,Estrato 5,Apartamento,3,0,720000000.0,GRUPO INMOBILIARIO CABAL,BROKER,Laureles,Medellín,-75.57598876953125,6.251249313354492,Occidente
104.0,3,False,b166a920-6fbc-4ec1-95e9-2a4872135870,1,Estrato 5,Apartamento,3,0,623000000.0,GRUPO INMOBILIARIO CABAL,BROKER,Velodromo,Medellín,0.0,0.0,Occidente
107.0,3,False,46f064ea-0393-4827-9973-1af53c93ba51,1,Estrato 5,Apartamento,3,0,760000000.0,GRUPO INMOBILIARIO CABAL,BROKER,La Castellana,Medellín,0.0,0.0,Occidente
